cnpj;setor;nome;ID
13731993000113;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;BRAIN CONSULTORIA, GESTAO E PARTICIPACOES EM NEGOCIOS LTDA- ME;1564
13733577000154;Incorporação de empreendimentos imobiliários;MRV MRL XXXVI INCORPORACOES SPE LTDA;1565
13737479000195;Locação de automóveis sem condutor;S. C. G. ESPINDOLA - EPP;1566
13747032000105;Incorporação de empreendimentos imobiliários;MD PE NOVO HORIZONTE CONSTRUCOES LTDA;1567
13772125000181;Atividades de apoio à produção florestal;RF REFLORESTADORA LTDA;1568
13792950000148;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais ";MARCELO VICENTE DOS SANTOS 78128960130;1569
13807212000127;Construção de rodovias e ferrovias;TERRA FORTE CONSTRUTORA LTDA;1570
13816771000101;Comércio varejista de combustíveis para veículos automotores;M. D. M. COMERCIO DE COMBUSTIVEIS LTDA - EPP;1571
13841377000115;Construção de edifícios;SPE CENTRO EMPRESARIAL DAS AMERICAS LTDA;1572
13851374000162;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças ";LAVORO MAQUINAS AGRICOLAS LTDA;1573
13884078000168;Filmagem de festas e eventos;PRISMA MULTIMIDIA LTDA - ME;1574
13959986000840;Construção de edifícios;SERTENGE S/A;1575
13976589000100;Comércio por atacado de motocicletas e motonetas;MONACO MOTOCENTER MATO GROSSO LTDA;1576
13979564000160;Incorporação de empreendimentos imobiliários;PARQUE PATAGONIA INCORPORACOES SPE LTDA.;1577
14030707000155;Compra e venda de imóveis próprios;MD SERVICE LTDA;1578
14037422000146;Impressão de material para outros usos;VERA LUCIA FIRMINO - ME;1579
14042710000199;Serviços combinados de escritório e apoio administrativo;JOAO PAULO LUCARELO GOMES - ME;1580
14080888000124;Gestão e administração da propriedade imobiliária;TRILUZ EMPREENDIMENTOS E PARTICIPACOES LTDA;1581
14086214000137;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;MUNDI COMERCIO EXTERIOR E LOGISTICA LTDA;1582
14148294000108;Incorporação de empreendimentos imobiliários;MELNICK EVEN JASPE EMPREENDIMENTO IMOBILIARIO LTDA;1583
14165743000126;Serviços de acabamentos gráficos, exceto encadernação e plastificação;SEVEN PRINT COPIADORA LTDA - ME;1584
14178235000182;Comércio varejista de combustíveis para veículos automotores;AUTO POSTO EXPRESS DE DRACENA LTDA;1585
14194122000170;Extração de madeira em florestas plantadas;PANORAMICA EMPREENDIMENTOS FLORESTAIS LTDA;1586
14209483000143;Incorporação de empreendimentos imobiliários;SPE RESIDENCIAL BAND - EMPREENDIMENTO IMOBILIARIO LTDA;1587
14261892000199;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;UMANIZZARE GESTAO PRISIONAL E SERVICOS LTDA;1588
14277233000140;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;SANTO AGOSTINHO CONSULTORIA IMOBILIARIA LTDA;1589
14291256000100;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;N F MARRUCH - ME;1590
14294656000179;Construção de edifícios;MAV CONSTRUTORA LTDA;1591
14310577000104;Outras obras de engenharia civil não especificadas anteriormente;CONSTRUTORA OAS S.A.;1592
14310577003049;Outras obras de engenharia civil não especificadas anteriormente;CONSTRUTORA OAS S.A.;1593
14362842000106;Fabricação de produtos de padaria e confeitaria com predominância de produção própria;CELIO PEREIRA - EPP;1594
14364729000151;Serviços de acabamentos gráficos, exceto encadernação e plastificação;SMALL PRINT SERVICOS GRAFICOS LTDA - EPP;1595
14366423000134;Gestão e administração da propriedade imobiliária;SPE MEGA MODA SHOPPING LTDA;1596
14406554000106;Compra e venda de imóveis próprios;MD PE PARQUE BOA VIAGEM CONSTRUCOES LTDA;1597
14411741000170;Serviços de pré-impressão;FATOR COMUNICACAO - PRESTACAO DE SERVICOS GRAFICOS LTDA - ME;1598
14414973000181;Atividades relacionadas a esgoto, exceto a gestão de redes;CETREL S.A.;1599
14418913000137;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;SAO LAZARO CONSULTORIA EMPRESARIAL LTDA;1600
14423985000172;Pintura para sinalização em pistas rodoviárias e aeroportos;INTERVIAS SINALIZACOES RODOVIARIAS LTDA - ME;1601
14424580000159;Serviços de acabamentos gráficos, exceto encadernação e plastificação;E.B DA SILVA - GRAFICA & EDITORA BAHIA - ME;1602
14448260000139;Construção de rodovias e ferrovias;TOP ENGENHARIA LTDA;1603
14457620000169;Impressão de material para uso publicitário;ECOPRINT COMUNICACAO VISUAL LTDA - ME;1604
14508505000176;Montagem de estruturas metálicas;TECMONT ENGENHARIA E MONTAGENS DE ESTRUTURAS METALICAS LTDA;1605
14520791000195;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;HEAD PRODUCAO DE FILMES, VIDEOS E FOTOS LTDA - ME;1606
14528667000176;Serviços de engenharia;FARX ENGENHARIA LTDA;1607
14550922000187;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;ORBITALL SERVICOS E PROCESSAMENTO DE MEIOS DE PAGAMENTO LTDA.;1608
14559136000140;Impressão de material para uso publicitário;BY' COLORS IMPRESSAO DIGITAL EIRELI - ME;1609
14568419000159;Comércio atacadista de energia elétrica;SUSTENTA COMERCIALIZADORA DE ENERGIA S.A.;1610
14578002000177;Geração de energia elétrica;PARNAIBA II GERACAO DE ENERGIA S.A;1611
14579060000115;Preparação de massa de concreto e argamassa para construção;AGMIX CONCRETO LTDA.;1612
14596298000159;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;NUTRIPAVES COMERCIO E REPRESENTACAO DE PRODUTOS AGROPECUARIOS LTDA - EPP;1613
14599201000161;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;SAO JORGE CONSULTORIA EMPRESARIAL LTDA;1614
14634506000167;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;SANTO ANTONIO CONSULTORIA IMOBILIARIA LTDA;1615
14675270000107;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;ECTX S/A;1616
14676177000117;Sociedades de fomento mercantil - factoring;ANHANGUERA FOMENTO MERCANTIL LTDA;1617
14678492000183;Instalação e manutenção elétrica;C.F.J. SERVICOS DE MANUTENCAO E MONTAGEM - EIRELI;1618
14682141000146;Incorporação de empreendimentos imobiliários;FERRARA INCORPORACOES LTDA.;1619
14707720000104;Impressão de material para uso publicitário;CONEXAO DIGITAL SOLUTION - COMUNICACAO VISUAL LTDA - ME;1620
14711752000175;#NULO;EDITORA JORNALISTICA O LIDER SAO MIGUEL LTDA - ME;1621
14744111000117;Incorporação de empreendimentos imobiliários;MELNICK EVEN OLIVEIRA EMPREENDIMENTO IMOBILIARIO LTDA;1622
14775995000177;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;BEAUTY LOOK COSMETICOS LTDA;1623
14779864000168;Serviços de organização de feiras, congressos, exposições e festas;SARAH ANDREA 34925163191;1624
14780753000171;Agências de publicidade;ENGENHONOVO COMUNICACAO LTDA;1625
14793478000120;Educação superior - graduação e pós-graduação;UNIC EDUCACIONAL LTDA;1626
14807945000558;Fabricação de laminados planos e tubulares de material plástico;SANSUY S/A INDUSTRIA DE PLASTICOS EM RECUPERACAO JUDICIAL;1627
14811848000105;Outras obras de engenharia civil não especificadas anteriormente;OAS S.A.;1628
14913404000180;Impressão de material para outros usos;GENUS-EDITORA,GRAFICA E COMERCIO LTDA;1629
14919768000178;Reprodução de vídeo em qualquer suporte;AMZ MIDIA INDUSTRIAL S.A.;1630
14962369000190;Construção de edifícios;IMOBILIARIA E CONSTRUTORA SAO BENEDITO LTDA;1631
14972350000124;Cultivo de cana-de-açúcar;RIO CORRENTE AGRICOLA S/A;1632
14994156000140;Serviços de engenharia;GD ENGENHARIA LTDA;1633
14998371000119;Moagem de trigo e fabricação de derivados;J MACEDO S/A;1634
15009178000170;Fabricação de álcool;USINAS ITAMARATI S/A;1635
15043391000107;Fabricação de álcool;COOPERATIVA AGR PROD CANA DE CAMPO NOVO DO PARECIS LTDA;1636
15061377000128;Cultivo de soja;MUTUM AGRICOLA LTDA;1637
15061725000167;Impressão de material para uso publicitário;FULL COMUNICACAO LTDA - ME;1638
15073274000188;Holdings de instituições não-financeiras;BTG PACTUAL PARTICIPATIONS LTD.;1639
15102268000101;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;ELZA OSMARINA STIVAL 53949994815;1640
15102288000182;Construção de obras-de-arte especiais;CONSTRUTORA NORBERTO ODEBRECHT S A;1641
15104599000180;Extração de amianto;SAMA S.A. - MINERACOES ASSOCIADAS;1642
15112574000129;Impressão de material para uso publicitário;MACK COLOR GRAFICA LTDA;1643
15113068000154;Produção de filmes para publicidade;IZAR FILMES E PRODUCOES CINEMATOGRAFICAS LTDA.;1644
15115504000124;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;CRISTAL PIGMENTOS DO BRASIL S.A.;1645
15117591000159;Hotéis;EMPRESA BAHIANA DE HOTEIS LTDA - EPP;1646
15141799000103;Produção de ferroligas;CIA DE FERRO LIGAS DA BAHIA FERBASA;1647
15144017000190;Sociedade seguradora de seguros não vida;COMPANHIA DE SEGUROS ALIANCA DA BAHIA;1648
15144306000199;Produção de ferroligas;VALE MANGANES S.A;1649
15180296000147;Construção de rodovias e ferrovias;ESTACON INFRAESTRUTURA S.A.;1650
15180686000117;Incorporação de empreendimentos imobiliários;PARQUE ILHA DO SOL INCORPORACOES SPE LTDA;1651
15183424000106;Locação de mão-de-obra temporária;DINAMICA CEARA SERVICOS E OBRAS LTDA;1652
15206469000159;Construção de rodovias e ferrovias;SETEL CONSTRUTORA LTDA;1653
15209129000181;Impressão de material para uso publicitário;SUPER ARTE DIGITAL LTDA - ME;1654
15231897000131;Construção de edifícios;CONCRETA TECNOLOGIA EM ENGENHARIA LTDA;1655
15259104000192;Comércio a varejo de automóveis, camionetas e utilitários novos;GUARANY- COMERCIO TRANSPORTE E SERVICOS AUTOMOTIVOS LTDA - ME;1656
15270386000129;Comércio varejista de combustíveis para veículos automotores;WG - COMERCIO VAREJISTA DE COMBUSTIVEIS E LUBRIFICANTES PARA VEICULOS LTDA - ME;1657
15271454000174;Outras sociedades de participação, exceto holdings;TSC VIA CAFE SHOPPING S/A;1658
15296527000182;Holdings de instituições não-financeiras;CIRCUS EMPREENDIMENTOS E PARTICIPACOES LTDA;1659
15321898000177;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;LUCIANO FORTUNATO COMUNICACAO VISUAL - ME;1660
15361073000186;Construção de edifícios;RIVIERA IPIRANGA CONSTRUCOES SPE LTDA;1661
15375991000164;Comércio varejista de materiais de construção não especificados anteriormente;TODIMO MATERIAIS PARA CONSTRUCAO LTDA;1662
15387139000107;Comércio por atacado de pneumáticos e câmaras-de-ar;DISTRIBUIDORA DE PNEUS BARRA FUNDA LTDA;1663
15392453000188;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;ALGAZARRA CAMISAS E IMPRESSAO DIGITAL LTDA - ME;1664
15418205000169;Comércio atacadista de medicamentos e drogas de uso humano;SAO BENTO COMERCIO DE MEDICAMENTOS E PERFUMARIA LTDA;1665
15464466000115;Incorporação de empreendimentos imobiliários;PARQUE PIAZZA VENEZIA INCORPORACOES SPE LTDA;1666
15497408000198;Frigorífico - abate de bovinos;FRIGORIFICO NOSSO LTDA;1667
15517554000138;Construção de edifícios;LOGICAL CONSTRUCOES LTDA - EPP;1668
15522134000140;Criação de bovinos para corte;FAZENDA LUA NOVA LTDA - EPP;1669
15537729000179;Ensino fundamental;UPIARA EMPREENDIMENTOS E PARTICIPACOES S/A.;1670
15563826000136;Outras obras de engenharia civil não especificadas anteriormente;TOYO SETAL EMPREENDIMENTOS LTDA;1671
15566436000110;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;BRUNO M PINHEIRO - ME;1672
15567084000117;Comércio varejista de materiais de construção em geral;MADEIREIRA VIAMONENSE LTDA;1673
15587924000103;Gestão e administração da propriedade imobiliária;SOBERANA ADMINISTRADORA DE CONDOMINIOS LTDA.;1674
15601230000143;#NULO;#NULO;1675
15601230000183;Impressão de material para outros usos;GRAFICA E EDITORA TRIUNFO LTDA - EPP;1676
15601731000160;Comércio por atacado de pneumáticos e câmaras-de-ar;DISTRIBUIDORA DE PNEUS NITEROI LTDA;1677
15610089000185;Comércio atacadista de embalagens;ECOPLAST DISTRIBUIDORA DE EMBALAGENS LTDA. - ME;1678
15656270000122;Comércio varejista especializado de equipamentos e suprimentos de informática;FERNANDO CARVALHO DA SILVA 04258272167;1679
15690589000174;Impressão de material para uso publicitário;UNIAO ARTES GRAFICA EDITORA LTDA - EPP;1680
15719743000193;Impressão de livros, revistas e outras publicações periódicas;GRASB GRAFICA SANTA BARBARA LTDA;1681
15774357000102;Cultivo de soja;AGP AGROPECUARIA LTDA;1682
15781300000122;Comércio varejista de artigos de papelaria;W F DA SILVEIRA JUNIOR COMERCIO E SERVICOS - ME;1683
15805453000162;Armazéns gerais - emissão de warrant;G-8 ARMAZENS GERAIS LTDA - ME;1684
15828064000152;Fabricação de laticínios;CANAA INDUSTRIA DE LATICINIOS LTDA;1685
15842091000180;Geração de energia elétrica;PARNAIBA IV GERACAO DE ENERGIA S.A;1686
15914158000144;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;PHOSPRO PRODUCOES ARTISTICAS LTDA - ME;1687
16205262000122;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;SERVICO DE ASSISTENCIA MEDICA E URGENCIA SA SAMUR;1688
16328205000130;Atividades de vigilância e segurança privada;GPS PREDIAL SISTEMAS DE SEGURANCA LTDA.;1689
16365025000129;Construção de edifícios;GRAFICO EMPREENDIMENTOS LTDA.;1690
16367665000178;Impressão de material para uso publicitário;VINCULO GRAFICA E EDITORA LTDA;1691
16404287000155;Fabricação de celulose e outras pastas para a fabricação de papel;SUZANO PAPEL E CELULOSE S.A.;1692
16404287003332;Serviços combinados de escritório e apoio administrativo;SUZANO PAPEL E CELULOSE S.A.;1693
16404287004738;Fabricação de papel;SUZANO PAPEL E CELULOSE S.A.;1694
16404287015691;Fabricação de papel;SUZANO PAPEL E CELULOSE S.A.;1695
16422500000151;Construção de edifícios;CONSTRUSECO CONSTRUTORA LTDA;1696
16521155000103;Educação superior - graduação e pós-graduação;INSTITUTO CULTURAL NEWTON PAIVA FERREIRA LTDA;1697
16532798000152;Beneficiamento de gesso e caulim associado à extração;IMERYS RIO CAPIM CAULIM S.A.;1698
16586168000160;Coleta de resíduos não-perigosos;EWA ENGENHARIA AMBIENTAL LTDA;1699
16586758000193;Comércio por atacado de pneumáticos e câmaras-de-ar;DISTRIBUIDORA DE PNEUS RAPOSO TAVARES LTDA;1700
16587834000185;Outras obras de engenharia civil não especificadas anteriormente;COMIM CONSTRUTORA LTDA;1701
16589594000158;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;MARCOS DA SILVA AMORIM 09312584723;1702
16594067000131;Obras de terraplenagem;JF3 TERRAPLANAGEM EIRELI - ME;1703
16594093000160;Locação de automóveis sem condutor;JRX LOCACAO DE EQUIPAMENTOS E VEICULOS EIRELI - ME;1704
16617789000164;Fabricação de álcool;AGROPEU-AGRO INDUSTRIAL DE POMPEU S/A;1705
16629693000116;Construção de obras-de-arte especiais;INTEGRAL ENGENHARIA LTDA;1706
16639904000100;Comércio por atacado de pneumáticos e câmaras-de-ar;DISTRIBUIDORA DE PNEUS ALEGRETE LTDA;1707
16686031000188;Serviços de comunicação multimídia - SCM;SUSTENTA TELECOMUNICACOES LTDA;1708
16727754000188;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;JOSE BATISTA ALEGRE 23723734120;1709
16736841000100;Hotéis;COIMBRA MAR HOTEL LTDA - ME;1710
16755554000139;Incorporação de empreendimentos imobiliários;SPE BARRA BONITA 3 - EMPREENDIMENTO IMOBILIARIO LTDA;1711
16786280000145;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;MINERPAV MINERADORA LEVERGER LTDA;1712
16794464000157;Comércio a varejo de automóveis, camionetas e utilitários novos;CAOA MOTOR DO BRASIL LTDA;1713
16801789000110;Atividades de contabilidade;CELTA LTDA - ME;1714
16806840000186;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;J & J DISTRIBUIDORA IMP. E EXP. S.A;1715
16849231000104;Fabricação de laticínios;ITAMBE ALIMENTOS S/A;1716
16858032000162;Serviços de alimentação para eventos e recepções - bufê;FESTA FACIL BUFFET, LOCACOES E EVENTOS EIRELI- ME;1717
16859221000150;Estacionamento de veículos;ALISSON ALMEIDA - ME;1718
16864785000180;Incorporação de empreendimentos imobiliários;SPE BISPO - EMPREENDIMENTO IMOBILIARIO LTDA;1719
16880735000197;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;BREDA LOGISTICA LTDA;1720
16928871000100;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;GUEDES & PAIXAO LTDA;1721
16933590000145;Produção de ferroligas;COMPANHIA FERROLIGAS MINAS GERAIS;1722
16950759000175;Incorporação de empreendimentos imobiliários;INFINITUM INCORPORACOES LTDA.;1723
